epoch,train_loss,val_loss,val_acc
0,0.8574869892728176,0.4204528567566469,0.8925
1,0.34241069907196303,0.3111298992862684,0.9178333333333333
2,0.2739919160325014,0.2648760847835299,0.9288333333333333
3,0.23776057282278276,0.237633478389095,0.9371666666666667
4,0.21242190147461584,0.21719854408626582,0.9398333333333333
5,0.19264381756545718,0.20052764656580313,0.9443333333333334
6,0.1764432655681411,0.18845519621923307,0.9465
7,0.16308302093354884,0.17531450922911831,0.9513333333333334
8,0.1515791415364359,0.16862429913568527,0.9515
9,0.14158805397948826,0.15994705287886096,0.9553333333333334
10,0.13272882448632942,0.15319236740480865,0.956
11,0.12470668578903901,0.146975300096134,0.9571666666666667
12,0.11778260185703643,0.14287990647987983,0.9578333333333333
13,0.11157377695935056,0.13679638349627185,0.9596666666666667
14,0.1056858816719074,0.13369708804423716,0.9603333333333334
15,0.10048250722674579,0.13007583420301608,0.9611666666666666
16,0.095704047488954,0.12816879979250834,0.9618333333333333
17,0.09139317693958134,0.12161194517291922,0.9631666666666666
18,0.08709938636365591,0.11802986580747628,0.9635
19,0.08304062948053043,0.11860557427703594,0.9626666666666667
20,0.07955337119650391,0.114825444279372,0.9648333333333333
21,0.0763139935540544,0.11243785344450684,0.9655
22,0.07305988040348015,0.10972469198902952,0.966
23,0.07000938194208954,0.10727403894906706,0.9673333333333334
24,0.06704331364178717,0.10612093610527526,0.9666666666666667
25,0.06449775116843005,0.10306338286651855,0.9686666666666667
26,0.06190951823657386,0.10235658566523925,0.9685
27,0.059518516999539764,0.09947535370102474,0.9696666666666667
28,0.057286306077000214,0.09851617696877811,0.9695
29,0.05490475491818333,0.09694761136274943,0.9698333333333333
30,0.05287720323560914,0.09656038312921339,0.9701666666666666
31,0.050921043429926635,0.09473443570102355,0.9708333333333333
32,0.04893768462782595,0.09492796332741917,0.9703333333333334
33,0.04702460334757161,0.09288883923348172,0.9711666666666666
34,0.04524473772875422,0.09579442526476252,0.9708333333333333
35,0.04353545903288611,0.09379726274704825,0.971
36,0.04196140804682413,0.09141936558767526,0.971
37,0.040357560154742,0.09234290382362305,0.9718333333333333
38,0.03902934645137022,0.08985876549025754,0.9723333333333334
39,0.03748590064507399,0.08915924893430667,0.9715
40,0.03615513302314547,0.09209901318792582,0.9708333333333333
41,0.034779750750377016,0.0890597716170944,0.9723333333333334
42,0.03342413407526356,0.08906189489307277,0.9736666666666667
43,0.03232201167959594,0.08911008543054877,0.973
44,0.03123124007528364,0.08945661492494902,0.9733333333333334
45,0.03007274846485468,0.087793561167545,0.9726666666666667
46,0.028959187098179275,0.08714571610232824,0.9731666666666666
47,0.027855561515564925,0.08731740316466663,0.9735
48,0.02674625194613725,0.08557415867611327,0.9738333333333333
49,0.02590533614225287,0.08561860351386817,0.9728333333333333
