970,0,2,1,0,0,3,2,2,0
0,1126,4,0,0,1,2,0,2,0
6,3,999,4,4,0,2,5,9,0
0,1,8,987,0,3,0,4,4,3
1,0,3,2,966,0,1,3,0,6
2,0,0,13,2,865,4,2,3,1
4,3,3,1,5,4,938,0,0,0
1,5,9,0,1,0,0,1008,0,4
5,0,4,4,5,3,1,4,942,6
2,3,1,4,9,3,1,7,2,977
