timestamp,model,epochs,hidden_size,lr,batch_size,val_loss_last,val_acc_last,test_accuracy,macro_f1,macro_precision,macro_recall
2025-09-05 18:38:11,NN_v2,75,64,0.0001,128,0.11455692322928743,0.9655,0.9702,0.96990219681278,0.9701433949109036,0.9697490051791741
2025-09-05 18:38:37,NN_v2,10,128,0.001,32,0.10027778918473004,0.9716666666666667,0.9757,0.9753829059249455,0.9753898371834037,0.9755888108352033
2025-09-05 18:39:19,NN_v2,30,128,0.001,32,0.11522536476885885,0.9753333333333334,0.9759,0.9757432781852831,0.9758599628757183,0.9756682630102977
2025-09-05 18:40:00,NN_v2,50,128,0.001,32,0.09970662816167435,0.9761666666666666,0.9756,0.975393290083059,0.9755606746164002,0.9753359954545434
2025-09-05 18:40:49,NN_v2,75,128,0.001,32,0.11350409196907418,0.9753333333333334,0.9769,0.9767814146831031,0.976869108259691,0.9767912382697943
2025-09-05 18:41:04,NN_v2,10,128,0.001,64,0.09341671631496613,0.9716666666666667,0.9778,0.9775797374289412,0.9779337222217557,0.9774457113833813
2025-09-05 18:41:27,NN_v2,30,128,0.001,64,0.10927632830342643,0.973,0.9779,0.9777240434804024,0.9779497325875808,0.9775726954645816
2025-09-05 18:41:51,NN_v2,50,128,0.001,64,0.09478234729909335,0.977,0.9766,0.9764123118400481,0.9766325831585025,0.9762669884200983
2025-09-05 18:42:19,NN_v2,75,128,0.001,64,0.11948484971928891,0.9735,0.9797,0.9795736035537482,0.9797061620402847,0.9795044257209812
2025-09-05 18:42:27,NN_v2,10,128,0.001,128,0.0883531414606811,0.9726666666666667,0.9761,0.9759750931520493,0.9760239377100248,0.9759644795153054
2025-09-05 18:42:43,NN_v2,30,128,0.001,128,0.10463706519972432,0.9743333333333334,0.9775,0.9773792126947398,0.977414623744812,0.9773922404916051
2025-09-05 18:43:03,NN_v2,50,128,0.001,128,0.11347736949198341,0.974,0.9778,0.9776818498184427,0.9778394306862743,0.9775654186250409
2025-09-05 18:43:24,NN_v2,75,128,0.001,128,0.10196198414518727,0.974,0.9769,0.9766873720836718,0.9766760759843622,0.9767290342304189
2025-09-05 18:43:49,NN_v2,10,128,0.0005,32,0.09222195748728118,0.9716666666666667,0.9767,0.9765878115560124,0.9767782905348508,0.9765000963714219
2025-09-05 18:44:32,NN_v2,30,128,0.0005,32,0.11226758233982931,0.9731666666666666,0.9769,0.9766558193534642,0.976839245020259,0.9765523296196094
2025-09-05 18:45:13,NN_v2,50,128,0.0005,32,0.09604402672393517,0.9771666666666666,0.9777,0.9774558754350402,0.9776495582887327,0.9773348344138542
2025-09-05 18:45:48,NN_v2,75,128,0.0005,32,0.10115666067100039,0.9751666666666666,0.9772,0.9770153267048874,0.9771161011832344,0.9769427045989175
2025-09-05 18:46:01,NN_v2,10,128,0.0005,64,0.09146744930851497,0.9721666666666666,0.9756,0.9754010341558637,0.9755135911425017,0.9753549122738739
2025-09-05 18:46:25,NN_v2,30,128,0.0005,64,0.10558153933784274,0.9736666666666667,0.9791,0.9789246612093068,0.978887332167243,0.9789783559153564
2025-09-05 18:46:50,NN_v2,50,128,0.0005,64,0.0995530232794708,0.9743333333333334,0.978,0.9778027797548369,0.9777581701403323,0.9779062989035994
2025-09-05 18:47:21,NN_v2,75,128,0.0005,64,0.10224368477316605,0.9745,0.9771,0.9768700612242502,0.9769423706823458,0.9768702952620283
2025-09-05 18:47:28,NN_v2,10,128,0.0005,128,0.1010065992089349,0.9706666666666667,0.9736,0.9734122151726909,0.973543139360161,0.9733786147785084
2025-09-05 18:47:47,NN_v2,30,128,0.0005,128,0.09104543326511896,0.976,0.9783,0.9781193021214747,0.9781783557524968,0.9780934864326456
2025-09-05 18:48:05,NN_v2,50,128,0.0005,128,0.09076846042388897,0.9745,0.9756,0.9754144660926404,0.975400575693277,0.9754790600746149
2025-09-05 18:48:23,NN_v2,75,128,0.0005,128,0.09653303764838934,0.9743333333333334,0.9775,0.9773834217100823,0.9774748502627807,0.9773343983029787
2025-09-05 18:48:40,NN_v2,10,128,0.0001,32,0.14649326506057114,0.9568333333333333,0.9613,0.9608644640447064,0.9612963808297235,0.9606450335870484
2025-09-05 18:49:28,NN_v2,30,128,0.0001,32,0.09228098356616016,0.971,0.9756,0.975429381236346,0.9756542042393276,0.9752793360226818
2025-09-05 18:51:06,NN_v2,50,128,0.0001,32,0.0842281724573796,0.9746666666666667,0.977,0.9768579350121545,0.9770225119586755,0.9767494260165819
2025-09-05 18:52:32,NN_v2,75,128,0.0001,32,0.08858832018401662,0.974,0.9766,0.9764319652364432,0.9766083820429087,0.9762991760052694
2025-09-05 18:52:42,NN_v2,10,128,0.0001,64,0.16726878027938438,0.9491666666666667,0.9576,0.9572590678022321,0.9573747150415362,0.9572106956936229
2025-09-05 18:53:15,NN_v2,30,128,0.0001,64,0.10568456830804278,0.969,0.9725,0.9723082940682627,0.9724821564975189,0.9722138275792611
2025-09-05 18:54:16,NN_v2,50,128,0.0001,64,0.08561860351386817,0.9728333333333333,0.9769,0.9767496786520745,0.976884189212812,0.9766485092857324
2025-09-05 18:56:02,NN_v2,75,128,0.0001,64,0.08978395749429736,0.9726666666666667,0.9775,0.977316291389835,0.9773758317970905,0.9772815161420583
2025-09-08 10:00:20,NN_v2,10,128,0.0001,128,0.2081006633586869,0.9398333333333333,0.946,0.9453289223350584,0.9456835663970212,0.9451955099841054
2025-09-08 10:00:42,NN_v2,30,128,0.0001,128,0.11728369056598653,0.964,0.97,0.9696937451257807,0.9699593765446168,0.969543545699876
2025-09-08 10:01:18,NN_v2,50,128,0.0001,128,0.09760739364921925,0.9703333333333334,0.974,0.9737997379396195,0.9739412306645541,0.973701700625878
2025-09-08 10:02:11,NN_v2,75,128,0.0001,128,0.08897542652318316,0.9738333333333333,0.9767,0.9765048754610964,0.9765937298598667,0.9764349375341327
