968,1,2,1,0,1,3,1,2,1
0,1123,3,1,0,1,1,1,4,1
4,1,1009,3,2,0,2,5,6,0
0,1,4,988,1,7,0,6,3,0
0,1,7,1,955,1,5,2,1,9
2,0,0,11,1,868,5,1,3,1
3,3,2,1,3,5,938,0,3,0
1,6,10,1,0,0,0,1000,2,8
3,2,3,14,4,6,2,5,930,5
1,4,1,6,7,3,2,3,2,980
