epoch,train_loss,val_loss,val_acc
0,0.7920404983202898,0.40381878884287886,0.8975
1,0.33960037546057004,0.31041138306821187,0.9175
2,0.28019360975479934,0.2733702009922051,0.9275
3,0.2475432544260244,0.2479395848025199,0.9325
4,0.22388411910950734,0.22938784774990773,0.9378333333333333
5,0.20497270154889574,0.21793503185637977,0.9396666666666667
6,0.1891898117646718,0.20089104943198438,0.9438333333333333
7,0.1763456998030303,0.19162144283627944,0.945
8,0.16451454882834982,0.18291746031646927,0.946
9,0.15448750000466047,0.17503891814655442,0.9485
10,0.14517790986382173,0.16658709034309996,0.951
11,0.1371869829562768,0.1631719312621012,0.952
12,0.12954108764012523,0.15635717933036292,0.9546666666666667
13,0.12288490106871641,0.15330777870765117,0.9538333333333333
14,0.11686196357356247,0.14852604029724395,0.956
15,0.11106027918514698,0.14217630024068312,0.9591666666666666
16,0.10611892836611234,0.13799085656544008,0.959
17,0.10138658981077425,0.1359679640736219,0.9595
18,0.09691740377904512,0.13390194326237057,0.9595
19,0.0931200122396835,0.12984804515547785,0.9625
20,0.08933611962552583,0.13014173867873555,0.9613333333333334
21,0.08599005290687607,0.1253327249953012,0.9631666666666666
22,0.08272053579625198,0.12447854561002662,0.9633333333333334
23,0.07951443085473321,0.1219834129527086,0.9628333333333333
24,0.07665973754249768,0.12391841488003286,0.9621666666666666
25,0.07413788356699214,0.11875806630293308,0.9645
26,0.07139253931568004,0.11755635308614211,0.9648333333333333
27,0.06899680411667394,0.11565817818922355,0.965
28,0.06673725898286152,0.1169775840283769,0.9651666666666666
29,0.06469114432522698,0.11627454001189753,0.9648333333333333
30,0.06249886283826889,0.11588403333361406,0.9658333333333333
31,0.0605336987030158,0.11135220478790711,0.967
32,0.058762455206768704,0.11037750115978101,0.9648333333333333
33,0.05701368624320029,0.1106451324504429,0.9663333333333334
34,0.055219095673230474,0.11011079939445695,0.9665
35,0.05358330330465591,0.10895964069992593,0.968
36,0.05217160819511038,0.1098396463490738,0.9668333333333333
37,0.05058866452993701,0.10948423741242574,0.9665
38,0.04910998605461014,0.10711262227762906,0.9678333333333333
39,0.04778751469387052,0.10929240547469536,0.9665
40,0.0463525990640484,0.10773240284305759,0.9676666666666667
41,0.04514570311188108,0.10814747982039122,0.9671666666666666
42,0.04380367912953745,0.10784967534383184,0.9671666666666666
43,0.04263828442152033,0.1080476510373826,0.9671666666666666
44,0.04146083848273803,0.10810654060234914,0.9668333333333333
45,0.040356114309114344,0.10609949957250099,0.9678333333333333
46,0.03923088027945478,0.10726587159255685,0.9675
47,0.0381298143530102,0.10573073737251819,0.9665
48,0.03717842722625787,0.10633450891825146,0.9675
49,0.036091107182673554,0.1052876427273291,0.9685
