epoch,time_s,loss,acc,val_loss,val_acc
1,16.067587852478027,1.0808887906551776,0.658537037037037,1.078350832861111,0.6521666666666667
2,15.301524639129639,0.563662506190626,0.8276296296296296,0.5486612278590314,0.8321666666666667
3,15.109106063842773,0.3836043516062573,0.8828518518518519,0.3641064434609357,0.8916666666666667
4,14.965123891830444,0.2941898274269539,0.9103703703703704,0.2776467055668989,0.9191666666666667
5,15.03479790687561,0.2459019689050061,0.9250185185185186,0.23153369673432778,0.9318333333333333
6,14.945878505706787,0.2103496252859102,0.9358148148148148,0.1994869737321169,0.9418333333333333
7,14.881004095077515,0.1866830515728381,0.9428333333333333,0.1794656741348075,0.949
8,15.226940631866455,0.16694947482714823,0.9486481481481481,0.16320252113472924,0.9521666666666667
9,15.122313499450684,0.15524017132200155,0.9527777777777777,0.15296174024424397,0.9556666666666667
10,15.686697721481323,0.14262438437333666,0.9552037037037037,0.14508106919246722,0.959
11,15.344068765640259,0.13075756670016034,0.9597962962962963,0.1329606032372168,0.9621666666666666
