967,0,1,1,2,2,3,1,2,1
0,1125,3,1,0,1,3,0,2,0
3,4,1006,0,4,0,2,7,6,0
0,4,4,976,1,10,1,5,4,5
2,0,5,0,957,0,3,3,1,11
2,0,0,6,1,874,4,0,5,0
4,2,1,1,3,4,942,1,0,0
0,4,10,1,1,0,0,1002,1,9
3,2,3,6,4,5,6,3,934,8
1,6,0,2,8,3,2,6,3,978
