epoch,train_loss,val_loss,val_acc
0,0.6594005874440064,0.35663543048834084,0.9083333333333333
1,0.29830892983778656,0.2810455499507838,0.924
2,0.2423992667718828,0.23650530617685964,0.9351666666666667
3,0.20806930205379795,0.21048399488489933,0.9403333333333334
4,0.18340882889801732,0.19143416641364688,0.9438333333333333
5,0.16421768224442787,0.17612030828651878,0.9485
6,0.14858296580319452,0.16331769447569217,0.9515
7,0.13590892435939037,0.1530908280754794,0.953
8,0.125106330947002,0.14278792328233358,0.9558333333333333
9,0.1157515734111174,0.1358876423735542,0.9593333333333334
10,0.1072598156363504,0.13051365166413922,0.9625
11,0.09999553567498143,0.1248152853597193,0.9628333333333333
12,0.09340184415296068,0.12071143225426997,0.9641666666666666
13,0.08749837039617747,0.11684324870812113,0.9646666666666667
14,0.08228932857520094,0.11432513151641069,0.9655
15,0.07733182007924944,0.10969747664919005,0.9671666666666666
16,0.07258501193871955,0.10571923893433288,0.9678333333333333
17,0.06888822486163526,0.10339068257823664,0.9691666666666666
18,0.0648931571421903,0.10152938560507992,0.9695
19,0.06131802108919961,0.10045065853659374,0.9698333333333333
20,0.05806714251349851,0.09788727194983962,0.971
21,0.055161445055098846,0.09767886877228385,0.9708333333333333
22,0.0521668193644938,0.09473211459492017,0.9713333333333334
23,0.049577846929942056,0.0944922994679784,0.9726666666666667
24,0.04711842647633381,0.09232523937700592,0.9735
25,0.044766292331356004,0.09301343951626205,0.9706666666666667
26,0.042463746770994494,0.08911253603391132,0.9733333333333334
27,0.04032331440366382,0.09043308650535062,0.9728333333333333
28,0.03844223135653974,0.0892181461370468,0.972
29,0.03634578763279935,0.08695108463298377,0.9725
30,0.03474407516709282,0.08795850656254141,0.9721666666666666
31,0.03303523100254314,0.08848728583034755,0.9721666666666666
32,0.03138907223027873,0.08611070537242999,0.9735
33,0.029834043837568845,0.08755204041133055,0.9733333333333334
34,0.02824954628387533,0.08669289065244293,0.9735
35,0.02707614206205248,0.08474571594304878,0.9738333333333333
36,0.025648916854974075,0.08485171974995413,0.9735
37,0.02442223222066674,0.08522693161025423,0.9728333333333333
38,0.0230798894939159,0.08625609880454868,0.9738333333333333
39,0.02202997282122715,0.08352433679808598,0.9743333333333334
40,0.020958221580358576,0.08614961673743829,0.9748333333333333
41,0.019849594745710537,0.0853271664912469,0.974
42,0.018866888686206316,0.08279018450757002,0.9746666666666667
43,0.0177636046421462,0.0853381852341318,0.974
44,0.016971976146810556,0.08684375727550764,0.9735
45,0.016166096800591955,0.08436986656121548,0.9738333333333333
46,0.015253822877621793,0.08433408794776238,0.9743333333333334
47,0.014464289832157383,0.08441406755502143,0.9746666666666667
48,0.013691068243395738,0.08585680361726648,0.974
49,0.01291688503516319,0.0842281724573796,0.9746666666666667
