969,0,0,2,1,3,1,1,1,2
0,1124,4,0,0,1,3,0,3,0
4,1,1005,3,3,0,3,5,7,1
0,0,3,987,0,5,1,7,5,2
3,0,2,0,955,0,4,4,2,12
3,1,0,13,1,859,4,1,7,3
5,3,2,0,4,5,934,0,5,0
0,5,10,4,2,0,0,994,2,11
4,0,4,8,4,4,2,3,942,3
4,4,1,12,11,0,0,6,0,971
