966,0,1,2,0,3,5,2,1,0
0,1120,2,2,1,1,3,0,6,0
6,1,966,12,9,1,6,7,21,3
0,1,18,952,1,9,1,12,12,4
1,1,6,0,929,0,12,2,5,26
8,1,1,28,7,808,12,3,19,5
9,3,4,0,8,10,919,1,4,0
1,10,20,5,6,1,0,961,4,20
3,4,4,15,8,11,10,10,906,3
10,6,2,12,27,3,0,11,5,933
