970,0,1,1,0,2,4,1,1,0
0,1120,2,2,0,0,3,0,8,0
6,1,978,8,7,2,5,9,14,2
0,1,10,964,0,7,1,11,10,6
1,0,4,0,937,0,8,4,3,25
7,1,0,11,2,847,11,0,8,5
7,3,3,1,7,10,924,1,2,0
1,10,18,4,2,1,0,980,0,12
5,3,4,14,7,5,9,10,910,7
6,6,2,14,18,4,1,9,3,946
