965,1,1,1,2,3,2,2,2,1
0,1125,3,1,0,1,2,1,2,0
4,1,1005,2,3,0,4,6,6,1
0,0,10,982,0,7,0,6,4,1
1,0,5,0,961,0,2,1,2,10
3,0,0,13,1,866,4,1,3,1
4,3,3,1,10,9,926,0,2,0
0,5,12,4,1,0,0,999,2,5
2,0,8,11,6,12,3,8,921,3
2,4,1,10,9,6,0,5,2,970
