epoch,train_loss,val_loss,val_acc
0,1.0116150031235522,0.5018863363623142,0.8743333333333333
1,0.4039099516597118,0.3650351515186201,0.9035
2,0.321919506290531,0.3110892952280291,0.9186666666666666
3,0.28235142284575004,0.2800393379784965,0.9258333333333333
4,0.25646176818594996,0.2597200704459153,0.9316666666666666
5,0.23668903676839806,0.2434468043060492,0.9351666666666667
6,0.22034258823694325,0.22877971512969586,0.9383333333333334
7,0.20698848260837338,0.21636903614403433,0.9431666666666667
8,0.19499788287811434,0.2081283370157851,0.9443333333333334
9,0.18475454127676436,0.2010786758243097,0.9446666666666667
10,0.17551715024538692,0.19133470423832918,0.946
11,0.1670591724367671,0.18563501684807474,0.9483333333333334
12,0.15983606051756466,0.17889235664447783,0.9486666666666667
13,0.15281245338707714,0.17424583295373672,0.95
14,0.1465465407868331,0.16954181929323278,0.9513333333333334
15,0.14075644417211366,0.16535603510853283,0.9528333333333333
16,0.13577571770729066,0.16140396427852513,0.954
17,0.13096036104880462,0.1580348315565972,0.9538333333333333
18,0.1262797865934693,0.15526646749708223,0.9555
19,0.12216675833016456,0.1509879800260823,0.956
20,0.11816331111767037,0.14807079617709154,0.9561666666666667
21,0.11444005084833976,0.1451537946088818,0.9576666666666667
22,0.11080655563871822,0.14305088329766244,0.9578333333333333
23,0.10763875222906136,0.14023110432538227,0.9593333333333334
24,0.10459736191357473,0.13764646675055844,0.9598333333333333
25,0.10167916894050844,0.1354635247739269,0.9605
26,0.09892646080588112,0.13376605664150093,0.9606666666666667
27,0.09613059438658408,0.1315798096003552,0.9608333333333333
28,0.09368858244966298,0.13570434445221294,0.9591666666666666
29,0.09142353166549151,0.1291480096662934,0.9615
30,0.08893782757784009,0.1298671555568502,0.9608333333333333
31,0.08676248041623022,0.12668996318543832,0.9621666666666666
32,0.08482995579800699,0.12534177692881615,0.962
33,0.08249445837595948,0.12341531904413715,0.9623333333333334
34,0.0807860550254202,0.12185109595649969,0.9628333333333333
35,0.07877385923036534,0.12282717281852214,0.9611666666666666
36,0.07693279109317704,0.12235609549500771,0.9626666666666667
37,0.07519141887835279,0.1194249441955115,0.963
38,0.07355789938275901,0.11917901412297192,0.9636666666666667
39,0.07184766455923484,0.11919116370752683,0.9628333333333333
40,0.07051491289836598,0.11652242114192245,0.9645
41,0.06885278614244059,0.11656478223160813,0.9643333333333334
42,0.06727996277242693,0.11789813038186442,0.9635
43,0.06601311524268252,0.11491870495053302,0.9651666666666666
44,0.0646171361514752,0.11403236350145121,0.9658333333333333
45,0.06309839280105788,0.11438837895776642,0.9661666666666666
46,0.06193289843008134,0.11291038715652606,0.9658333333333333
47,0.06058230038432378,0.11305184442747236,0.9658333333333333
48,0.05938945412975787,0.11126777386477464,0.9661666666666666
49,0.05823707301715551,0.11349959982762882,0.9648333333333333
