epoch,time_s,loss,acc,val_loss,val_acc
1,73.84858632087708,0.18342833869765854,0.9447777777777778,0.1804453177922691,0.9478333333333333
2,73.35366129875183,0.13218928887543466,0.959,0.13421310763849337,0.96
3,81.10610795021057,0.08689230775752997,0.9741666666666666,0.08976514300502235,0.9741666666666666
4,75.89908003807068,0.06926633052614936,0.9791296296296297,0.07753103452207166,0.9773333333333334
5,75.08947372436523,0.061868820102118936,0.980537037037037,0.07224744149683641,0.9785
6,76.55648040771484,0.052581690984401006,0.9836851851851852,0.06546192175963726,0.9808333333333333
7,82.60453152656555,0.04787780167828061,0.9848518518518519,0.06052447797939638,0.9823333333333333
8,73.03871536254883,0.044636823730396215,0.9858148148148148,0.05861785582208284,0.9833333333333333
9,72.332688331604,0.0425264064776044,0.986574074074074,0.060556194485046226,0.9808333333333333
10,71.77382779121399,0.03830281663018374,0.9877962962962963,0.058194858760129024,0.9823333333333333
