epoch,time_s,loss,acc,val_loss,val_acc
1,36.302563428878784,0.08964690780053468,0.9723148148148149,0.09332021829970828,0.9696666666666667
2,31.767842292785645,0.052550179176292344,0.9835555555555555,0.05978010580981614,0.9815
3,33.016106843948364,0.039809335359174386,0.9880185185185185,0.05083623573363969,0.9836666666666667
4,34.30799865722656,0.028300980385281137,0.9911481481481481,0.04249645156621902,0.9871666666666666
5,33.99365782737732,0.027279203782396354,0.9911296296296296,0.046004559152795804,0.9855
6,32.81496620178223,0.019367615244407603,0.9941296296296296,0.04075124456931624,0.9878333333333333
7,35.49399971961975,0.016282507952036656,0.9951111111111111,0.036359201450835384,0.9885
8,36.61311435699463,0.016972783818929055,0.9946111111111111,0.041688853605331054,0.988
9,34.941898345947266,0.013862005101466039,0.9958888888888889,0.04047548482735467,0.9878333333333333
10,34.22009992599487,0.010340688079707812,0.9969814814814815,0.03674139434642851,0.9886666666666667
11,33.970839977264404,0.0071580966799017955,0.9981851851851852,0.03211752393185138,0.9893333333333333
12,32.40640306472778,0.010321982900211668,0.9968518518518519,0.03984515974217844,0.9875
13,33.1002037525177,0.010301794860292417,0.9967037037037038,0.04021545260237625,0.9888333333333333
14,32.37496542930603,0.005329980638971471,0.9986481481481482,0.03836171627548011,0.9898333333333333
15,33.62995719909668,0.0064519624936348555,0.9979074074074074,0.03950126738947086,0.988
16,34.36508059501648,0.005413343135838423,0.998537037037037,0.03591810796648273,0.9891666666666666
