epoch,time_s,loss,acc,val_loss,val_acc
1,15.120926141738892,0.24201250739987143,0.9271111111111111,0.2348164446741365,0.9325
2,14.511710405349731,0.15751709888519774,0.9516296296296296,0.15965945992949615,0.9558333333333333
3,14.678930282592773,0.09647942478128499,0.9700555555555556,0.10434543986768187,0.9696666666666667
4,14.394712209701538,0.0759157990026395,0.9766481481481482,0.0856607416819827,0.9751666666666666
5,14.693316459655762,0.06410907381082885,0.9793703703703703,0.07829003741018127,0.9776666666666667
6,14.365331649780273,0.05384713237164198,0.9832037037037037,0.07288318680327902,0.979
7,14.619049310684204,0.05254141884169094,0.983574074074074,0.07338914639981006,0.9788333333333333
8,14.385831594467163,0.05158375187322535,0.9835,0.07208626681959306,0.9798333333333333
9,14.519218921661377,0.03926238293587214,0.9876666666666667,0.06497320067998548,0.981
10,14.464411497116089,0.02957575054728815,0.9910185185185185,0.05737543206502804,0.9833333333333333
11,14.753939628601074,0.026815941054744743,0.9915925925925926,0.05863521726149736,0.9841666666666666
12,14.590696096420288,0.028101538295697608,0.9907777777777778,0.06077014470389602,0.984
13,14.603087902069092,0.027483448287947198,0.9908703703703704,0.06494412557464667,0.9816666666666667
14,14.609179496765137,0.021046174369932506,0.9932592592592593,0.05588556328888622,0.9851666666666666
15,14.635019779205322,0.018112510698043125,0.9946111111111111,0.05693999000662112,0.9861666666666666
16,14.528785467147827,0.01489971872668172,0.9957777777777778,0.05686384103731496,0.9841666666666666
17,14.887179136276245,0.012013656781116388,0.9970555555555556,0.05492062089907662,0.9855
